zaxis,yaxis,H,B,C,O,F,Na,Mg,Al,Si,P,S,Cl,K,Ca,Ti,V,Mn,Fe,Ni,Cu,Zn,As,Se,Ag,Sb,Ba,Pb,Bi,U,REE
H,H,3354,208,349,3331,240,751,580,922,1086,541,557,251,380,1048,208,192,488,795,71,376,241,407,28,4,38,168,250,44,283,230
H,B,208,208,14,207,20,53,63,61,85,3,9,30,11,95,6,4,17,20,0,4,0,2,0,0,0,6,5,0,1,11
H,C,349,14,349,335,18,71,61,55,49,22,36,23,15,113,2,6,19,23,14,39,18,4,0,0,0,16,29,0,41,62
H,O,3331,207,335,3331,237,751,580,922,1084,541,557,246,380,1048,208,191,488,795,70,375,241,407,28,4,38,168,249,43,283,230
H,F,240,20,18,237,240,104,46,110,126,47,28,15,42,100,50,6,41,49,0,6,3,3,0,1,1,33,8,0,10,39
H,Na,751,53,71,751,104,751,145,249,438,100,110,57,178,299,107,29,125,173,2,20,15,43,2,0,7,64,5,1,35,54
H,Mg,580,63,61,580,46,145,580,220,227,100,68,35,73,177,24,29,92,160,10,22,37,52,1,0,2,24,10,1,26,17
H,Al,922,61,55,922,110,249,220,922,480,183,152,40,143,347,28,38,104,215,11,47,40,50,4,0,6,55,32,1,23,61
H,Si,1086,85,49,1084,126,438,227,480,1086,18,43,61,227,502,149,31,237,280,8,31,37,19,1,0,3,97,34,1,21,111
H,P,541,3,22,541,47,100,100,183,18,541,27,4,40,154,12,18,114,196,2,43,46,12,0,0,0,36,31,11,52,28
H,S,557,9,36,557,28,110,68,152,43,27,557,36,71,99,3,12,28,134,21,96,58,23,4,1,10,6,58,4,62,13
H,Cl,251,30,23,246,15,57,35,40,61,4,36,251,36,80,8,4,32,48,6,66,12,20,3,3,3,12,45,2,2,5
H,K,380,11,15,380,42,178,73,143,227,40,71,36,380,144,58,16,52,100,1,17,11,14,1,1,3,41,6,1,29,10
H,Ca,1048,95,113,1048,100,299,177,347,502,154,99,80,144,1048,59,60,165,228,4,57,35,114,3,0,6,47,23,2,61,101
H,Ti,208,6,2,208,50,107,24,28,149,12,3,8,58,59,208,10,52,82,0,2,17,6,0,0,4,47,3,0,10,38
H,V,192,4,6,191,6,29,29,38,31,18,12,4,16,60,10,192,27,29,3,13,7,13,0,0,1,13,15,5,21,8
H,Mn,488,17,19,488,41,125,92,104,237,114,28,32,52,165,52,27,488,154,3,7,42,70,0,0,3,35,20,0,6,28
H,Fe,795,20,23,795,49,173,160,215,280,196,134,48,100,228,82,29,154,795,10,33,62,100,1,1,8,47,46,11,20,49
H,Ni,71,0,14,70,0,2,10,11,8,2,21,6,1,4,0,3,3,10,71,8,3,11,1,0,2,0,1,1,4,0
H,Cu,376,4,39,375,6,20,22,47,31,43,96,66,17,57,2,13,7,33,8,376,41,97,13,2,7,2,63,8,18,11
H,Zn,241,0,18,241,3,15,37,40,37,46,58,12,11,35,17,7,42,62,3,41,241,59,0,1,5,2,29,0,6,4
H,As,407,2,4,407,3,43,52,50,19,12,23,20,14,114,6,13,70,100,11,97,59,407,0,0,14,9,49,14,36,14
H,Se,28,0,0,28,0,2,1,4,1,0,4,3,1,3,0,0,0,1,1,13,0,0,28,0,0,1,10,1,8,0
H,Ag,4,0,0,4,1,0,0,0,0,0,1,3,1,0,0,0,0,1,0,2,1,0,0,4,0,0,3,0,0,0
H,Sb,38,0,0,38,1,7,2,6,3,0,10,3,3,6,4,1,3,8,2,7,5,14,0,0,38,0,4,0,0,0
H,Ba,168,6,16,168,33,64,24,55,97,36,6,12,41,47,47,13,35,47,0,2,2,9,1,0,0,168,4,0,15,18
H,Pb,250,5,29,249,8,5,10,32,34,31,58,45,6,23,3,15,20,46,1,63,29,49,10,3,4,4,250,5,33,6
H,Bi,44,0,0,43,0,1,1,1,1,11,4,2,1,2,0,5,0,11,1,8,0,14,1,0,0,0,5,44,7,0
H,U,283,1,41,283,10,35,26,23,21,52,62,2,29,61,10,21,6,20,4,18,6,36,8,0,0,15,33,7,283,19
H,REE,230,11,62,230,39,54,17,61,111,28,13,5,10,101,38,8,28,49,0,11,4,14,0,0,0,18,6,0,19,230
B,H,208,208,14,207,20,53,63,61,85,3,9,30,11,95,6,4,17,20,0,4,0,2,0,0,0,6,5,0,1,11
B,B,208,303,14,297,38,67,100,88,129,7,9,39,22,122,13,6,33,52,1,6,1,8,0,0,3,15,8,0,1,26
B,C,14,14,14,14,1,1,7,2,4,0,0,3,0,8,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,1
B,O,207,297,14,297,34,65,100,88,128,7,9,39,20,122,12,6,33,52,1,6,1,8,0,0,3,15,8,0,1,26
B,F,20,38,1,34,38,14,11,11,26,5,2,3,6,17,2,2,4,8,0,0,0,5,0,0,0,6,4,0,0,12
B,Na,53,67,1,65,14,67,16,24,44,1,3,4,7,16,4,3,7,12,0,0,0,2,0,0,0,4,0,0,0,5
B,Mg,63,100,7,100,11,16,100,33,36,3,1,13,4,24,5,5,11,26,0,0,0,4,0,0,3,2,2,0,0,1
B,Al,61,88,2,88,11,24,33,88,69,0,3,5,7,29,4,1,8,26,0,0,0,2,0,0,1,0,0,0,1,7
B,Si,85,129,4,128,26,44,36,69,129,3,3,9,11,52,10,4,16,31,0,0,0,3,0,0,0,15,5,0,1,23
B,P,3,7,0,7,5,1,3,0,3,7,0,0,0,3,1,2,3,2,0,0,0,2,0,0,0,1,0,0,0,3
B,S,9,9,0,9,2,3,1,3,3,0,9,2,1,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
B,Cl,30,39,3,39,3,4,13,5,9,0,2,39,5,19,3,1,4,6,0,1,1,0,0,0,0,4,4,0,0,1
B,K,11,22,0,20,6,7,4,7,11,0,1,5,22,7,1,0,1,0,0,0,1,0,0,0,0,4,3,0,0,2
B,Ca,95,122,8,122,17,16,24,29,52,3,8,19,7,122,3,0,10,18,0,2,0,5,0,0,0,7,3,0,1,19
B,Ti,6,13,0,12,2,4,5,4,10,1,0,3,1,3,13,1,1,5,0,0,0,0,0,0,0,6,0,0,0,2
B,V,4,6,0,6,2,3,5,1,4,2,0,1,0,0,1,6,0,0,0,0,0,2,0,0,0,1,0,0,0,0
B,Mn,17,33,1,33,4,7,11,8,16,3,0,4,1,10,1,0,33,8,0,0,0,0,0,0,3,1,1,0,0,4
B,Fe,20,52,0,52,8,12,26,26,31,2,2,6,0,18,5,0,8,52,1,1,0,2,0,0,2,2,0,0,0,8
B,Ni,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
B,Cu,4,6,1,6,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0
B,Zn,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B,As,2,8,0,8,5,2,4,2,3,2,0,0,0,5,0,2,0,2,0,0,0,8,0,0,0,0,0,0,0,3
B,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,Ag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,Sb,0,3,0,3,0,0,3,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0
B,Ba,6,15,0,15,6,4,2,0,15,1,0,4,4,7,6,1,1,2,0,0,0,0,0,0,0,15,3,0,0,4
B,Pb,5,8,3,8,4,0,2,0,5,0,0,4,3,3,0,0,1,0,0,0,0,0,0,0,0,3,8,0,0,2
B,Bi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,U,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
B,REE,11,26,1,26,12,5,1,7,23,3,0,1,2,19,2,0,4,8,0,0,0,3,0,0,0,4,2,0,0,26
C,H,349,14,349,335,18,71,61,55,49,22,36,23,15,113,2,6,19,23,14,39,18,4,0,0,0,16,29,0,41,62
C,B,14,14,14,14,1,1,7,2,4,0,0,3,0,8,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,1
C,C,349,14,481,451,47,116,73,61,68,29,47,33,23,163,6,7,28,36,17,43,20,4,0,0,0,38,36,3,44,100
C,O,335,14,451,451,47,116,73,61,67,29,47,33,23,163,5,6,28,30,14,43,20,4,0,0,0,38,36,3,44,100
C,F,18,1,47,47,47,18,3,5,7,6,3,2,2,23,1,1,3,1,0,0,0,0,0,0,0,15,1,1,2,28
C,Na,71,1,116,116,18,116,11,19,25,14,17,10,12,46,4,1,11,7,1,6,0,1,0,0,0,14,2,0,7,35
C,Mg,61,7,73,73,3,11,73,11,6,10,8,6,3,21,0,1,6,11,1,4,3,0,0,0,0,3,5,0,8,2
C,Al,55,2,61,61,5,19,11,61,21,7,12,7,5,22,0,1,2,3,1,1,1,0,0,0,0,7,4,0,1,5
C,Si,49,4,68,67,7,25,6,21,68,6,11,8,7,38,4,2,6,10,0,2,0,0,0,0,0,8,8,0,2,16
C,P,22,0,29,29,6,14,10,7,6,29,2,1,2,11,0,2,3,2,0,1,1,0,0,0,0,5,0,0,0,5
C,S,36,0,47,47,3,17,8,12,11,2,47,6,4,14,0,0,7,4,1,5,4,1,0,0,0,1,8,0,2,6
C,Cl,23,3,33,33,2,10,6,7,8,1,6,33,3,12,0,0,3,1,0,6,0,0,0,0,0,3,7,0,0,3
C,K,15,0,23,23,2,12,3,5,7,2,4,3,23,14,0,1,0,1,0,1,0,0,0,0,0,1,0,0,4,2
C,Ca,113,8,163,163,23,46,21,22,38,11,14,12,14,163,0,4,10,6,0,7,4,2,0,0,0,18,3,2,25,35
C,Ti,2,0,6,5,1,4,0,0,4,0,0,0,0,0,6,1,0,2,0,0,0,0,0,0,0,1,0,0,0,3
C,V,6,0,7,6,1,1,1,1,2,2,0,0,1,4,1,7,1,1,0,0,0,0,0,0,0,1,0,0,0,0
C,Mn,19,1,28,28,3,11,6,2,6,3,7,3,0,10,0,1,28,2,0,0,2,2,0,0,0,0,2,0,0,5
C,Fe,23,0,36,30,1,7,11,3,10,2,4,1,1,6,2,1,2,36,3,0,2,0,0,0,0,3,2,0,0,3
C,Ni,14,0,17,14,0,1,1,1,0,0,1,0,0,0,0,0,0,3,17,1,0,0,0,0,0,0,0,0,0,0
C,Cu,39,1,43,43,0,6,4,1,2,1,5,6,1,7,0,0,0,0,1,43,4,2,0,0,0,0,5,0,4,4
C,Zn,18,0,20,20,0,0,3,1,0,1,4,0,0,4,0,0,2,2,0,4,20,1,0,0,0,0,0,0,1,0
C,As,4,0,4,4,0,1,0,0,0,0,1,0,0,2,0,0,2,0,0,2,1,4,0,0,0,0,0,0,0,0
C,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,Ag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,Sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,Ba,16,0,38,38,15,14,3,7,8,5,1,3,1,18,1,1,0,3,0,0,0,0,0,0,0,38,0,0,0,17
C,Pb,29,3,36,36,1,2,5,4,8,0,8,7,0,3,0,0,2,2,0,5,0,0,0,0,0,0,36,0,1,4
C,Bi,0,0,3,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
C,U,41,0,44,44,2,7,8,1,2,0,2,0,4,25,0,0,0,0,0,4,1,0,0,0,0,0,1,0,44,7
C,REE,62,1,100,100,28,35,2,5,16,5,6,3,2,35,3,0,5,3,0,4,0,0,0,0,0,17,4,0,7,100
O,H,3331,207,335,3331,237,751,580,922,1084,541,557,246,380,1048,208,191,488,795,70,375,241,407,28,4,38,168,249,43,283,230
O,B,207,297,14,297,34,65,100,88,128,7,9,39,20,122,12,6,33,52,1,6,1,8,0,0,3,15,8,0,1,26
O,C,335,14,451,451,47,116,73,61,67,29,47,33,23,163,5,6,28,30,14,43,20,4,0,0,0,38,36,3,44,100
O,O,3331,297,451,4841,436,1118,817,1177,1630,707,695,387,567,1499,405,274,681,1166,90,500,294,529,47,9,100,268,385,83,311,398
O,F,237,34,47,436,436,198,90,146,230,88,42,27,67,207,80,12,54,81,0,9,3,19,0,1,1,61,18,3,12,89
O,Na,751,65,116,1118,198,1118,222,332,611,163,167,92,250,443,172,37,180,262,2,49,23,80,3,0,11,86,13,5,40,99
O,Mg,580,100,73,817,90,222,817,290,336,131,80,48,97,260,59,37,128,267,10,31,44,72,1,0,9,37,12,1,26,29
O,Al,922,88,61,1177,146,332,290,1177,640,203,172,63,205,451,52,42,125,287,12,55,45,64,4,0,10,62,35,1,23,74
O,Si,1084,128,67,1630,230,611,336,640,1630,40,68,95,326,743,244,47,310,418,9,41,54,28,1,0,8,151,53,3,23,188
O,P,541,7,29,707,88,163,131,203,40,707,30,13,45,225,17,20,148,251,9,47,48,15,0,0,0,50,37,12,53,47
O,S,557,9,47,695,42,167,80,172,68,30,695,66,119,129,5,14,34,149,21,126,65,25,5,3,20,11,81,11,62,15
O,Cl,246,39,33,387,27,92,48,63,95,13,66,387,65,113,13,15,39,63,6,99,16,43,16,5,10,20,89,6,2,8
O,K,380,20,23,567,67,250,97,205,326,45,119,65,567,193,83,23,64,131,1,46,21,30,5,1,3,47,15,2,31,17
O,Ca,1048,122,163,1499,207,443,260,451,743,225,129,113,193,1499,126,72,220,342,8,68,46,142,3,0,18,76,39,4,69,163
O,Ti,208,12,5,405,80,172,59,52,244,17,5,13,83,126,405,18,74,164,0,3,19,15,0,0,5,75,10,0,18,69
O,V,191,6,6,274,12,37,37,42,47,20,14,15,23,72,18,274,33,41,3,32,8,22,0,1,2,22,26,8,21,12
O,Mn,488,33,28,681,54,180,128,125,310,148,34,39,64,220,74,33,681,219,3,11,54,80,0,0,18,40,37,0,7,46
O,Fe,795,52,30,1166,81,262,267,287,418,251,149,63,131,342,164,41,219,1166,15,55,72,128,1,1,25,66,68,12,28,86
O,Ni,70,1,14,90,0,2,10,12,9,9,21,6,1,8,0,3,3,15,90,8,3,17,1,0,3,0,1,2,4,0
O,Cu,375,6,43,500,9,49,31,55,41,47,126,99,46,68,3,32,11,55,8,500,46,129,24,4,10,5,77,12,18,13
O,Zn,241,1,20,294,3,23,44,45,54,48,65,16,21,46,19,8,54,72,3,46,294,67,3,1,7,3,37,0,6,7
O,As,407,8,4,529,19,80,72,64,28,15,25,43,30,142,15,22,80,128,17,129,67,529,0,3,21,11,66,18,36,22
O,Se,28,0,0,47,0,3,1,4,1,0,5,16,5,3,0,0,0,1,1,24,3,0,47,0,0,1,18,2,8,0
O,Ag,4,0,0,9,1,0,0,0,0,0,3,5,1,0,0,1,0,1,0,4,1,3,0,9,2,0,5,0,0,0
O,Sb,38,3,0,100,1,11,9,10,8,0,20,10,3,18,5,2,18,25,3,10,7,21,0,2,100,0,16,1,0,0
O,Ba,168,15,38,268,61,86,37,62,151,50,11,20,47,76,75,22,40,66,0,5,3,11,1,0,0,268,7,0,15,33
O,Pb,249,8,36,385,18,13,12,35,53,37,81,89,15,39,10,26,37,68,1,77,37,66,18,5,16,7,385,6,40,12
O,Bi,43,0,3,83,3,5,1,1,3,12,11,6,2,4,0,8,0,12,2,12,0,18,2,0,1,0,6,83,7,0
O,U,283,1,44,311,12,40,26,23,23,53,62,2,31,69,18,21,7,28,4,18,6,36,8,0,0,15,40,7,311,25
O,REE,230,26,100,398,89,99,29,74,188,47,15,8,17,163,69,12,46,86,0,13,7,22,0,0,0,33,12,0,25,398
F,H,240,20,18,237,240,104,46,110,126,47,28,15,42,100,50,6,41,49,0,6,3,3,0,1,1,33,8,0,10,39
F,B,20,38,1,34,38,14,11,11,26,5,2,3,6,17,2,2,4,8,0,0,0,5,0,0,0,6,4,0,0,12
F,C,18,1,47,47,47,18,3,5,7,6,3,2,2,23,1,1,3,1,0,0,0,0,0,0,0,15,1,1,2,28
F,O,237,34,47,436,436,198,90,146,230,88,42,27,67,207,80,12,54,81,0,9,3,19,0,1,1,61,18,3,12,89
F,F,240,38,47,436,484,217,96,162,237,88,42,31,75,220,80,12,54,81,0,9,3,19,0,1,1,65,23,4,12,95
F,Na,104,14,18,198,217,217,38,60,130,36,16,14,37,104,62,0,38,51,0,3,3,10,0,0,1,31,1,1,3,38
F,Mg,46,11,3,90,96,38,96,41,53,15,8,2,17,38,6,3,7,27,0,1,0,8,0,0,0,10,1,0,2,8
F,Al,110,11,5,146,162,60,41,162,63,37,22,5,24,68,3,3,12,25,0,4,0,5,0,0,0,12,4,0,5,14
F,Si,126,26,7,230,237,130,53,63,237,16,8,9,66,125,70,2,41,61,0,0,2,3,0,0,0,39,4,0,0,47
F,P,47,5,6,88,88,36,15,37,16,88,3,1,2,43,10,4,12,14,0,3,0,2,0,0,0,16,2,0,1,10
F,S,28,2,3,42,42,16,8,22,8,3,42,10,7,20,1,0,3,1,0,0,0,0,0,0,0,2,3,0,3,5
F,Cl,15,3,2,27,31,14,2,5,9,1,10,31,5,12,3,0,3,1,0,4,0,3,0,1,0,6,9,0,0,5
F,K,42,6,2,67,75,37,17,24,66,2,7,5,75,30,16,0,15,18,0,0,0,0,0,0,0,11,3,0,0,4
F,Ca,100,17,23,207,220,104,38,68,125,43,20,12,30,220,30,4,24,32,0,1,0,8,0,0,1,23,7,1,4,49
F,Ti,50,2,1,80,80,62,6,3,70,10,1,3,16,30,80,3,25,29,0,1,3,2,0,0,0,29,0,0,2,16
F,V,6,2,1,12,12,0,3,3,2,4,0,0,0,4,3,12,0,3,0,2,0,3,0,0,0,3,1,0,2,2
F,Mn,41,4,3,54,54,38,7,12,41,12,3,3,15,24,25,0,54,19,0,0,0,0,0,0,0,11,0,0,0,8
F,Fe,49,8,1,81,81,51,27,25,61,14,1,1,18,32,29,3,19,81,0,0,1,4,0,0,0,16,1,0,2,12
F,Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Cu,6,0,0,9,9,3,1,4,0,3,0,4,0,1,1,2,0,0,0,9,0,3,0,0,0,0,0,0,0,0
F,Zn,3,0,0,3,3,3,0,0,2,0,0,0,0,0,3,0,0,1,0,0,3,0,0,0,0,1,0,0,0,2
F,As,3,5,0,19,19,10,8,5,3,2,0,3,0,8,2,3,0,4,0,3,0,19,0,0,0,1,0,0,2,3
F,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Ag,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
F,Sb,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
F,Ba,33,6,15,61,65,31,10,12,39,16,2,6,11,23,29,3,11,16,0,0,1,1,0,0,0,65,3,0,0,18
F,Pb,8,4,1,18,23,1,1,4,4,2,3,9,3,7,0,1,0,1,0,0,0,0,0,1,0,3,23,0,1,2
F,Bi,0,0,1,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
F,U,10,0,2,12,12,3,2,5,0,1,3,0,0,4,2,2,0,2,0,0,0,2,0,0,0,0,1,0,12,2
F,REE,39,12,28,89,95,38,8,14,47,10,5,5,4,49,16,2,8,12,0,0,2,3,0,0,0,18,2,0,2,95
Na,H,751,53,71,751,104,751,145,249,438,100,110,57,178,299,107,29,125,173,2,20,15,43,2,0,7,64,5,1,35,54
Na,B,53,67,1,65,14,67,16,24,44,1,3,4,7,16,4,3,7,12,0,0,0,2,0,0,0,4,0,0,0,5
Na,C,71,1,116,116,18,116,11,19,25,14,17,10,12,46,4,1,11,7,1,6,0,1,0,0,0,14,2,0,7,35
Na,O,751,65,116,1118,198,1118,222,332,611,163,167,92,250,443,172,37,180,262,2,49,23,80,3,0,11,86,13,5,40,99
Na,F,104,14,18,198,217,217,38,60,130,36,16,14,37,104,62,0,38,51,0,3,3,10,0,0,1,31,1,1,3,38
Na,Na,751,67,116,1118,217,1142,225,341,614,163,169,95,255,448,172,37,181,264,2,50,24,80,3,0,11,87,13,5,40,102
Na,Mg,145,16,11,222,38,225,225,93,116,39,19,7,44,93,21,14,35,68,1,7,6,26,1,0,0,11,1,0,2,3
Na,Al,249,24,19,332,60,341,93,341,234,52,47,28,100,174,13,7,31,74,0,5,5,14,0,0,0,24,2,0,1,2
Na,Si,438,44,25,611,130,614,116,234,614,19,35,47,185,279,153,10,119,155,0,4,14,4,0,0,0,59,0,0,3,55
Na,P,100,1,14,163,36,163,39,52,19,163,4,4,15,67,10,2,39,54,0,4,0,5,0,0,0,14,1,0,2,14
Na,S,110,3,17,167,16,169,19,47,35,4,169,34,55,49,3,1,6,19,1,14,6,3,0,0,3,4,3,3,21,5
Na,Cl,57,4,10,92,14,95,7,28,47,4,34,95,31,50,7,1,16,26,0,14,1,14,1,0,1,3,3,1,1,5
Na,K,178,7,12,250,37,255,44,100,185,15,55,31,255,123,47,6,38,54,0,11,6,8,2,0,2,30,3,1,5,10
Na,Ca,299,16,46,443,104,448,93,174,279,67,49,50,123,448,56,14,84,114,0,14,5,34,0,0,1,30,6,0,9,47
Na,Ti,107,4,4,172,62,172,21,13,153,10,3,7,47,56,172,1,42,56,0,2,7,5,0,0,1,42,2,0,2,23
Na,V,29,3,1,37,0,37,14,7,10,2,1,1,6,14,1,37,6,4,0,1,0,3,0,0,0,1,0,0,1,0
Na,Mn,125,7,11,180,38,181,35,31,119,39,6,16,38,84,42,6,181,69,0,0,5,13,0,0,0,15,2,0,1,16
Na,Fe,173,12,7,262,51,264,68,74,155,54,19,26,54,114,56,4,69,264,0,13,3,29,0,0,0,23,4,0,2,15
Na,Ni,2,0,1,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Na,Cu,20,0,6,49,3,50,7,5,4,4,14,14,11,14,2,1,0,13,0,50,3,21,1,0,1,0,2,1,0,1
Na,Zn,15,0,0,23,3,24,6,5,14,0,6,1,6,5,7,0,5,3,0,3,24,3,0,0,0,2,0,0,0,5
Na,As,43,2,1,80,10,80,26,14,4,5,3,14,8,34,5,3,13,29,0,21,3,80,0,0,3,0,3,0,1,2
Na,Se,2,0,0,3,0,3,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0
Na,Ag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Na,Sb,7,0,0,11,1,11,0,0,0,0,3,1,2,1,1,0,0,0,0,1,0,3,0,0,11,0,1,0,0,0
Na,Ba,64,4,14,86,31,87,11,24,59,14,4,3,30,30,42,1,15,23,0,0,2,0,0,0,0,87,0,0,0,21
Na,Pb,5,0,2,13,1,13,1,2,0,1,3,3,3,6,2,0,2,4,0,2,0,3,0,0,1,0,13,0,3,1
Na,Bi,1,0,0,5,1,5,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0
Na,U,35,0,7,40,3,40,2,1,3,2,21,1,5,9,2,1,1,2,0,0,0,1,1,0,0,0,3,0,40,1
Na,REE,54,5,35,99,38,102,3,2,55,14,5,5,10,47,23,0,16,15,0,1,5,2,0,0,0,21,1,0,1,102
Mg,H,580,63,61,580,46,145,580,220,227,100,68,35,73,177,24,29,92,160,10,22,37,52,1,0,2,24,10,1,26,17
Mg,B,63,100,7,100,11,16,100,33,36,3,1,13,4,24,5,5,11,26,0,0,0,4,0,0,3,2,2,0,0,1
Mg,C,61,7,73,73,3,11,73,11,6,10,8,6,3,21,0,1,6,11,1,4,3,0,0,0,0,3,5,0,8,2
Mg,O,580,100,73,817,90,222,817,290,336,131,80,48,97,260,59,37,128,267,10,31,44,72,1,0,9,37,12,1,26,29
Mg,F,46,11,3,90,96,38,96,41,53,15,8,2,17,38,6,3,7,27,0,1,0,8,0,0,0,10,1,0,2,8
Mg,Na,145,16,11,222,38,225,225,93,116,39,19,7,44,93,21,14,35,68,1,7,6,26,1,0,0,11,1,0,2,3
Mg,Mg,580,100,73,817,96,225,827,293,336,131,83,49,98,263,59,37,129,269,10,31,44,72,1,0,9,38,12,1,26,29
Mg,Al,220,33,11,290,41,93,293,293,180,41,21,10,45,125,27,10,44,114,3,4,16,9,0,0,3,18,2,0,1,12
Mg,Si,227,36,6,336,53,116,336,180,336,4,2,11,62,137,33,11,54,125,3,3,12,8,0,0,2,21,6,0,2,21
Mg,P,100,3,10,131,15,39,131,41,4,131,1,0,8,50,2,4,38,50,0,2,5,2,0,0,0,8,0,0,3,2
Mg,S,68,1,8,80,8,19,83,21,2,1,83,6,16,10,0,1,8,21,4,8,6,0,0,0,0,1,2,0,6,0
Mg,Cl,35,13,6,48,2,7,49,10,11,0,6,49,6,14,3,0,4,10,0,6,1,4,0,0,0,3,3,0,0,1
Mg,K,73,4,3,97,17,44,98,45,62,8,16,6,98,28,13,5,11,32,0,1,3,2,1,0,0,11,1,0,1,0
Mg,Ca,177,24,21,260,38,93,263,125,137,50,10,14,28,263,17,12,40,97,0,7,8,28,0,0,1,14,3,0,5,19
Mg,Ti,24,5,0,59,6,21,59,27,33,2,0,3,13,17,59,1,6,43,0,0,3,1,0,0,0,13,0,0,0,6
Mg,V,29,5,1,37,3,14,37,10,11,4,1,0,5,12,1,37,5,6,0,1,0,4,0,0,0,1,0,0,0,0
Mg,Mn,92,11,6,128,7,35,129,44,54,38,8,4,11,40,6,5,129,65,0,0,23,17,0,0,5,8,4,0,0,5
Mg,Fe,160,26,11,267,27,68,269,114,125,50,21,10,32,97,43,6,65,269,3,6,19,18,0,0,5,21,6,1,2,8
Mg,Ni,10,0,1,10,0,1,10,3,3,0,4,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0
Mg,Cu,22,0,4,31,1,7,31,4,3,2,8,6,1,7,0,1,0,6,0,31,3,7,0,0,0,0,1,0,1,0
Mg,Zn,37,0,3,44,0,6,44,16,12,5,6,1,3,8,3,0,23,19,0,3,44,10,0,0,1,0,1,0,0,2
Mg,As,52,4,0,72,8,26,72,9,8,2,0,4,2,28,1,4,17,18,0,7,10,72,0,0,0,0,2,1,4,2
Mg,Se,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mg,Ag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mg,Sb,2,3,0,9,0,0,9,3,2,0,0,0,0,1,0,0,5,5,0,0,1,0,0,0,9,0,0,0,0,0
Mg,Ba,24,2,3,37,10,11,38,18,21,8,1,3,11,14,13,1,8,21,0,0,0,0,0,0,0,38,0,0,0,1
Mg,Pb,10,2,5,12,1,1,12,2,6,0,2,3,1,3,0,0,4,6,0,1,1,2,0,0,0,0,12,0,1,0
Mg,Bi,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Mg,U,26,0,8,26,2,2,26,1,2,3,6,0,1,5,0,0,0,2,0,1,0,4,0,0,0,0,1,0,26,1
Mg,REE,17,1,2,29,8,3,29,12,21,2,0,1,0,19,6,0,5,8,0,0,2,2,0,0,0,1,0,0,1,29
Al,H,922,61,55,922,110,249,220,922,480,183,152,40,143,347,28,38,104,215,11,47,40,50,4,0,6,55,32,1,23,61
